8.790000000000000000e+02,6.679199999999999591e+02,0.000000000000000000e+00
9.100000000000000000e+02,7.465800000000000409e+02,0.000000000000000000e+00
9.100000000000000000e+02,7.823200000000000500e+02,0.000000000000000000e+00
9.470000000000000000e+02,8.162599999999999909e+02,0.000000000000000000e+00
1.028000000000000000e+03,8.530800000000000409e+02,0.000000000000000000e+00
1.028000000000000000e+03,8.817400000000000091e+02,0.000000000000000000e+00
1.033000000000000000e+03,9.071799999999999500e+02,0.000000000000000000e+00
1.033000000000000000e+03,9.295000000000000000e+02,0.000000000000000000e+00
1.039000000000000000e+03,9.488600000000000136e+02,0.000000000000000000e+00
1.042000000000000000e+03,9.675800000000000409e+02,0.000000000000000000e+00
1.042000000000000000e+03,9.781200000000000045e+02,0.000000000000000000e+00
1.048000000000000000e+03,9.870612244897959044e+02,0.000000000000000000e+00
1.048000000000000000e+03,9.953265306122449374e+02,0.000000000000000000e+00
1.048000000000000000e+03,1.001666666666666629e+03,0.000000000000000000e+00
1.057000000000000000e+03,1.006166666666666629e+03,0.000000000000000000e+00
1.057000000000000000e+03,1.009375000000000000e+03,0.000000000000000000e+00
1.057000000000000000e+03,1.016489361702127667e+03,0.000000000000000000e+00
1.057000000000000000e+03,1.022333333333333371e+03,0.000000000000000000e+00
1.057000000000000000e+03,1.026183673469387713e+03,0.000000000000000000e+00
1.057000000000000000e+03,1.027061224489795904e+03,0.000000000000000000e+00
1.057000000000000000e+03,1.030204081632653015e+03,0.000000000000000000e+00
1.079000000000000000e+03,1.032734693877551081e+03,0.000000000000000000e+00
1.079000000000000000e+03,1.035979591836734699e+03,0.000000000000000000e+00
1.079000000000000000e+03,1.039918367346938794e+03,0.000000000000000000e+00
1.084000000000000000e+03,1.043000000000000000e+03,0.000000000000000000e+00
1.084000000000000000e+03,1.046469387755101934e+03,0.000000000000000000e+00
1.084000000000000000e+03,1.049040816326530603e+03,0.000000000000000000e+00
1.084000000000000000e+03,1.051612244897959272e+03,0.000000000000000000e+00
1.084000000000000000e+03,1.053877551020408191e+03,0.000000000000000000e+00
1.084000000000000000e+03,1.055979591836734699e+03,0.000000000000000000e+00
1.096000000000000000e+03,1.058729166666666742e+03,0.000000000000000000e+00
1.096000000000000000e+03,1.059000000000000000e+03,0.000000000000000000e+00
