9.380000000000000000e+02,7.113400000000000318e+02,0.000000000000000000e+00
9.540000000000000000e+02,7.872549019607843093e+02,0.000000000000000000e+00
9.540000000000000000e+02,8.158846153846153584e+02,0.000000000000000000e+00
9.610000000000000000e+02,8.401886792452829695e+02,0.000000000000000000e+00
9.610000000000000000e+02,8.564629629629629335e+02,0.000000000000000000e+00
9.670000000000000000e+02,8.741296296296296759e+02,0.000000000000000000e+00
1.031000000000000000e+03,8.886909090909091447e+02,0.000000000000000000e+00
1.031000000000000000e+03,9.043571428571428896e+02,0.000000000000000000e+00
1.031000000000000000e+03,9.130701754385964932e+02,0.000000000000000000e+00
1.031000000000000000e+03,9.290175438596490949e+02,0.000000000000000000e+00
1.031000000000000000e+03,9.384137931034482563e+02,0.000000000000000000e+00
1.031000000000000000e+03,9.474406779661017026e+02,0.000000000000000000e+00
1.031000000000000000e+03,9.538833333333333258e+02,0.000000000000000000e+00
1.033000000000000000e+03,9.655396825396825307e+02,0.000000000000000000e+00
1.033000000000000000e+03,9.721718750000000000e+02,0.000000000000000000e+00
1.061000000000000000e+03,9.804843750000000000e+02,0.000000000000000000e+00
1.061000000000000000e+03,9.830307692307692378e+02,0.000000000000000000e+00
1.061000000000000000e+03,9.897727272727272521e+02,0.000000000000000000e+00
1.090000000000000000e+03,9.951791044776119861e+02,0.000000000000000000e+00
1.090000000000000000e+03,1.000235294117647072e+03,0.000000000000000000e+00
1.090000000000000000e+03,1.001318840579710127e+03,0.000000000000000000e+00
1.090000000000000000e+03,1.005695652173913004e+03,0.000000000000000000e+00
1.078000000000000000e+03,1.010814285714285688e+03,0.000000000000000000e+00
1.090000000000000000e+03,1.014521126760563334e+03,0.000000000000000000e+00
1.090000000000000000e+03,1.019472222222222172e+03,0.000000000000000000e+00
1.090000000000000000e+03,1.022383561643835606e+03,0.000000000000000000e+00
1.090000000000000000e+03,1.023337837837837810e+03,0.000000000000000000e+00
1.090000000000000000e+03,1.025519999999999982e+03,0.000000000000000000e+00
1.090000000000000000e+03,1.026500000000000000e+03,0.000000000000000000e+00
1.099000000000000000e+03,1.029077922077922040e+03,1.000000000000000000e+00
1.099000000000000000e+03,1.030389610389610425e+03,1.000000000000000000e+00
1.099000000000000000e+03,1.032564102564102541e+03,1.000000000000000000e+00
1.099000000000000000e+03,1.034329113924050716e+03,1.000000000000000000e+00
1.099000000000000000e+03,1.036062500000000000e+03,1.000000000000000000e+00
1.099000000000000000e+03,1.036814814814814781e+03,1.000000000000000000e+00
1.099000000000000000e+03,1.038207317073170771e+03,1.000000000000000000e+00
1.099000000000000000e+03,1.038530120481927725e+03,1.000000000000000000e+00
1.099000000000000000e+03,1.038433734939759006e+03,1.000000000000000000e+00
1.099000000000000000e+03,1.039154761904761926e+03,1.000000000000000000e+00
1.099000000000000000e+03,1.042047058823529369e+03,1.000000000000000000e+00
1.099000000000000000e+03,1.040372093023255729e+03,1.000000000000000000e+00
1.099000000000000000e+03,1.041321839080459768e+03,1.000000000000000000e+00
